run_id,schema_id,scenario_id,sample_index,terrain_component_id,terrain_type,x_m,y_m,height_m,normal_x,normal_y,normal_z,terrain_mu_query,contact_material_mu,sinkage_m,estimated_friction,scm_sinkage_demo_m,source
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1082,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,-0.400,-0.05574,-0.11377,0.04866,0.99231,0.5802,0.5802,0.07968,0.5802,0.07968,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1083,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,-0.300,-0.06009,-0.12255,0.03733,0.99176,0.5771,0.5771,0.09732,0.5771,0.09732,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1084,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,-0.200,-0.06326,-0.12893,0.02529,0.99133,0.5748,0.5748,0.11227,0.5748,0.11227,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1085,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,-0.100,-0.06521,-0.13280,0.01277,0.99106,0.5734,0.5734,0.12232,0.5734,0.12232,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1086,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.000,-0.06587,-0.13410,-0.00000,0.99097,0.5729,0.5729,0.12586,0.5729,0.12586,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1087,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.100,-0.06525,-0.13280,-0.01277,0.99106,0.5734,0.5734,0.12232,0.5734,0.12232,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1088,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.200,-0.06334,-0.12893,-0.02529,0.99133,0.5748,0.5748,0.11227,0.5748,0.11227,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1089,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.300,-0.06019,-0.12255,-0.03733,0.99176,0.5770,0.5770,0.09732,0.5770,0.09732,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1090,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.400,-0.05586,-0.11377,-0.04866,0.99231,0.5801,0.5801,0.07968,0.5801,0.07968,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1091,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.500,-0.05043,-0.10277,-0.05905,0.99295,0.5840,0.5840,0.06161,0.5840,0.06161,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1092,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.600,-0.04401,-0.08975,-0.06830,0.99362,0.5886,0.5886,0.04500,0.5886,0.04500,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1093,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.700,-0.03673,-0.07495,-0.07623,0.99427,0.5938,0.5938,0.03104,0.5938,0.03104,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1094,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.800,-0.02873,-0.05866,-0.08266,0.99485,0.5995,0.5995,0.02022,0.5995,0.02022,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1095,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,0.900,-0.02016,-0.04119,-0.08748,0.99531,0.6056,0.6056,0.01244,0.6056,0.01244,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1096,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.000,-0.01121,-0.02290,-0.09057,0.99563,0.6120,0.6120,0.00723,0.6120,0.00723,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1097,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.100,-0.00203,-0.00415,-0.09188,0.99576,0.6185,0.6185,0.00397,0.6185,0.00397,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1098,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.200,0.00719,0.01469,-0.09137,0.99571,0.6149,0.6149,0.00206,0.6149,0.00206,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1099,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.300,0.01626,0.03322,-0.08906,0.99547,0.6084,0.6084,0.00101,0.6084,0.00101,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1100,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.400,0.02502,0.05110,-0.08499,0.99507,0.6021,0.6021,0.00047,0.6021,0.00047,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1101,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.500,0.03329,0.06795,-0.07925,0.99454,0.5962,0.5962,0.00020,0.5962,0.00020,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1102,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.600,0.04091,0.08344,-0.07196,0.99391,0.5908,0.5908,0.00008,0.5908,0.00008,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1103,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.700,0.04772,0.09728,-0.06327,0.99324,0.5859,0.5859,0.00003,0.5859,0.00003,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1104,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.800,0.05360,0.10920,-0.05336,0.99259,0.5817,0.5817,0.00001,0.5817,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1105,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,1.900,0.05844,0.11897,-0.04242,0.99199,0.5783,0.5783,0.00000,0.5783,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1106,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.400,2.000,0.06213,0.12642,-0.03066,0.99150,0.5756,0.5756,0.00000,0.5756,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1107,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-2.000,0.04844,0.14391,0.02385,0.98930,0.5854,0.5854,0.00000,0.5854,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1108,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.900,0.04557,0.13549,0.03301,0.99023,0.5875,0.5875,0.00000,0.5875,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1109,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.800,0.04180,0.12443,0.04155,0.99136,0.5901,0.5901,0.00001,0.5901,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1110,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.700,0.03721,0.11091,0.04930,0.99261,0.5934,0.5934,0.00004,0.5934,0.00004,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1111,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.600,0.03190,0.09519,0.05611,0.99388,0.5972,0.5972,0.00009,0.5972,0.00009,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1112,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.500,0.02596,0.07756,0.06183,0.99507,0.6015,0.6015,0.00022,0.6015,0.00022,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1113,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.400,0.01951,0.05835,0.06634,0.99609,0.6061,0.6061,0.00050,0.6061,0.00050,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1114,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.300,0.01269,0.03796,0.06954,0.99686,0.6109,0.6109,0.00108,0.6109,0.00108,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1115,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.200,0.00563,0.01678,0.07136,0.99731,0.6160,0.6160,0.00221,0.6160,0.00221,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1116,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.100,-0.00154,-0.00474,0.07176,0.99741,0.6189,0.6189,0.00427,0.6189,0.00427,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1117,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-1.000,-0.00866,-0.02617,0.07073,0.99715,0.6138,0.6138,0.00778,0.6138,0.00778,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1118,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.900,-0.01561,-0.04705,0.06829,0.99656,0.6089,0.6089,0.01339,0.6089,0.01339,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1119,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.800,-0.02223,-0.06697,0.06451,0.99567,0.6041,0.6041,0.02176,0.6041,0.02176,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1120,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.700,-0.02842,-0.08553,0.05945,0.99456,0.5997,0.5997,0.03340,0.5997,0.03340,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1121,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.600,-0.03405,-0.10236,0.05324,0.99332,0.5957,0.5957,0.04842,0.5957,0.04842,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1122,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.500,-0.03902,-0.11714,0.04600,0.99205,0.5921,0.5921,0.06630,0.5921,0.06630,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1123,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.400,-0.04324,-0.12961,0.03788,0.99084,0.5891,0.5891,0.08574,0.5891,0.08574,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1124,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.300,-0.04664,-0.13953,0.02905,0.98979,0.5867,0.5867,0.10473,0.5867,0.10473,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1125,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.200,-0.04914,-0.14674,0.01967,0.98898,0.5849,0.5849,0.12081,0.5849,0.12081,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1126,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,-0.100,-0.05069,-0.15111,0.00993,0.98847,0.5838,0.5838,0.13162,0.5838,0.13162,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1127,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.000,-0.05125,-0.15258,-0.00000,0.98829,0.5834,0.5834,0.13544,0.5834,0.13544,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1128,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.100,-0.05079,-0.15111,-0.00993,0.98847,0.5837,0.5837,0.13162,0.5837,0.13162,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1129,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.200,-0.04934,-0.14674,-0.01967,0.98898,0.5848,0.5848,0.12081,0.5848,0.12081,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1130,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.300,-0.04690,-0.13953,-0.02905,0.98979,0.5865,0.5865,0.10473,0.5865,0.10473,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1131,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.400,-0.04354,-0.12961,-0.03788,0.99084,0.5889,0.5889,0.08574,0.5889,0.08574,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1132,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.500,-0.03931,-0.11714,-0.04600,0.99205,0.5919,0.5919,0.06630,0.5919,0.06630,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1133,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.600,-0.03431,-0.10236,-0.05324,0.99332,0.5955,0.5955,0.04842,0.5955,0.04842,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1134,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.700,-0.02864,-0.08553,-0.05945,0.99456,0.5995,0.5995,0.03340,0.5995,0.03340,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1135,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.800,-0.02240,-0.06697,-0.06451,0.99567,0.6040,0.6040,0.02176,0.6040,0.02176,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1136,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,0.900,-0.01572,-0.04705,-0.06829,0.99656,0.6088,0.6088,0.01339,0.6088,0.01339,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1137,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.000,-0.00874,-0.02617,-0.07073,0.99715,0.6138,0.6138,0.00778,0.6138,0.00778,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1138,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.100,-0.00158,-0.00474,-0.07176,0.99741,0.6189,0.6189,0.00427,0.6189,0.00427,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1139,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.200,0.00560,0.01678,-0.07136,0.99731,0.6160,0.6160,0.00221,0.6160,0.00221,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1140,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.300,0.01268,0.03796,-0.06954,0.99686,0.6109,0.6109,0.00108,0.6109,0.00108,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1141,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.400,0.01951,0.05835,-0.06634,0.99609,0.6061,0.6061,0.00050,0.6061,0.00050,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1142,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.500,0.02596,0.07756,-0.06183,0.99507,0.6015,0.6015,0.00022,0.6015,0.00022,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1143,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.600,0.03190,0.09519,-0.05611,0.99388,0.5972,0.5972,0.00009,0.5972,0.00009,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1144,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.700,0.03721,0.11091,-0.04930,0.99261,0.5934,0.5934,0.00004,0.5934,0.00004,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1145,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.800,0.04180,0.12443,-0.04155,0.99136,0.5901,0.5901,0.00001,0.5901,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1146,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,1.900,0.04557,0.13549,-0.03301,0.99023,0.5875,0.5875,0.00000,0.5875,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1147,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.300,2.000,0.04844,0.14391,-0.02385,0.98930,0.5854,0.5854,0.00000,0.5854,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1148,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-2.000,0.03319,0.15674,0.01631,0.98750,0.5963,0.5963,0.00000,0.5963,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1149,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.900,0.03122,0.14763,0.02259,0.98879,0.5977,0.5977,0.00000,0.5977,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1150,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.800,0.02864,0.13563,0.02844,0.99035,0.5995,0.5995,0.00001,0.5995,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1151,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.700,0.02550,0.12096,0.03376,0.99208,0.6018,0.6018,0.00004,0.6018,0.00004,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1152,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.600,0.02186,0.10386,0.03844,0.99385,0.6044,0.6044,0.00010,0.6044,0.00010,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1153,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.500,0.01779,0.08467,0.04238,0.99551,0.6073,0.6073,0.00023,0.6073,0.00023,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1154,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.400,0.01338,0.06373,0.04549,0.99693,0.6104,0.6104,0.00053,0.6104,0.00053,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1155,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.300,0.00872,0.04146,0.04770,0.99800,0.6138,0.6138,0.00115,0.6138,0.00115,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1156,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.200,0.00390,0.01833,0.04896,0.99863,0.6172,0.6172,0.00235,0.6172,0.00235,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1157,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.100,-0.00098,-0.00518,0.04923,0.99877,0.6193,0.6193,0.00453,0.6193,0.00453,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1158,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-1.000,-0.00581,-0.02859,0.04852,0.99841,0.6158,0.6158,0.00826,0.6158,0.00826,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1159,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.900,-0.01050,-0.05139,0.04684,0.99758,0.6125,0.6125,0.01421,0.6125,0.01421,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1160,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.800,-0.01496,-0.07313,0.04423,0.99634,0.6093,0.6093,0.02310,0.6093,0.02310,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1161,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.700,-0.01911,-0.09335,0.04075,0.99480,0.6063,0.6063,0.03546,0.6063,0.03546,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1162,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.600,-0.02289,-0.11166,0.03647,0.99308,0.6037,0.6037,0.05142,0.6037,0.05142,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1163,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.500,-0.02624,-0.12773,0.03150,0.99131,0.6013,0.6013,0.07040,0.6013,0.07040,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1164,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.400,-0.02911,-0.14125,0.02593,0.98963,0.5992,0.5992,0.09105,0.5992,0.09105,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1165,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.300,-0.03146,-0.15200,0.01987,0.98818,0.5975,0.5975,0.11120,0.5975,0.11120,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1166,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.200,-0.03323,-0.15981,0.01345,0.98706,0.5963,0.5963,0.12828,0.5963,0.12828,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1167,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,-0.100,-0.03437,-0.16454,0.00679,0.98635,0.5954,0.5954,0.13976,0.5954,0.13976,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1168,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.000,-0.03484,-0.16612,-0.00000,0.98611,0.5951,0.5951,0.14381,0.5951,0.14381,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1169,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.100,-0.03461,-0.16454,-0.00679,0.98635,0.5953,0.5953,0.13976,0.5953,0.13976,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1170,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.200,-0.03368,-0.15981,-0.01345,0.98706,0.5959,0.5959,0.12828,0.5959,0.12828,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1171,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.300,-0.03206,-0.15200,-0.01987,0.98818,0.5971,0.5971,0.11120,0.5971,0.11120,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1172,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.400,-0.02979,-0.14125,-0.02593,0.98963,0.5987,0.5987,0.09105,0.5987,0.09105,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1173,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.500,-0.02691,-0.12773,-0.03150,0.99131,0.6008,0.6008,0.07040,0.6008,0.07040,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1174,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.600,-0.02350,-0.11166,-0.03647,0.99308,0.6032,0.6032,0.05142,0.6032,0.05142,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1175,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.700,-0.01962,-0.09335,-0.04075,0.99480,0.6060,0.6060,0.03546,0.6060,0.03546,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1176,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.800,-0.01535,-0.07313,-0.04423,0.99634,0.6090,0.6090,0.02310,0.6090,0.02310,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1177,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,0.900,-0.01077,-0.05139,-0.04684,0.99758,0.6123,0.6123,0.01421,0.6123,0.01421,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,1178,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-0.200,1.000,-0.00599,-0.02859,-0.04852,0.99841,0.6157,0.6157,0.00826,0.6157,0.00826,fallback_pychrono_unavailable
