schema_id,run_id,scenario_id,time_s,step_index,vehicle_model,terrain_component_id,driver_input_source,steering_cmd,throttle_cmd,braking_cmd,input_source,engine_speed_radps,engine_torque_Nm,gear,driveshaft_speed_radps,driveshaft_torque_Nm,drive_type,front_torque_fraction,brake_lock_state,source,wheel_torque_axle0_left_single_Nm,brake_torque_axle0_left_single_Nm,tire_Fx_axle0_left_single_N,tire_Fz_axle0_left_single_N,slip_ratio_axle0_left_single,contact_patch_axle0_left_single,steering_angle_axle0_left_single_rad,suspension_travel_axle0_left_single_m,wheel_load_axle0_left_single_N,wheel_torque_axle0_right_single_Nm,brake_torque_axle0_right_single_Nm,tire_Fx_axle0_right_single_N,tire_Fz_axle0_right_single_N,slip_ratio_axle0_right_single,contact_patch_axle0_right_single,steering_angle_axle0_right_single_rad,suspension_travel_axle0_right_single_m,wheel_load_axle0_right_single_N,wheel_torque_axle1_left_single_Nm,brake_torque_axle1_left_single_Nm,tire_Fx_axle1_left_single_N,tire_Fz_axle1_left_single_N,slip_ratio_axle1_left_single,contact_patch_axle1_left_single,steering_angle_axle1_left_single_rad,suspension_travel_axle1_left_single_m,wheel_load_axle1_left_single_N,wheel_torque_axle1_right_single_Nm,brake_torque_axle1_right_single_Nm,tire_Fx_axle1_right_single_N,tire_Fz_axle1_right_single_N,slip_ratio_axle1_right_single,contact_patch_axle1_right_single,steering_angle_axle1_right_single_rad,suspension_travel_axle1_right_single_m,wheel_load_axle1_right_single_N
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.320,66,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23998,0.58631,0.20239,schema_fallback_driver,95.45246,60.34206,1,11.22970,193.09459,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,48.62119,18.21538,105.77568,923.65481,0.01940,patch.axle0_left_single,0.23998,0.03112,923.65481,47.92611,18.21538,103.89897,923.65481,0.01940,patch.axle0_right_single,0.23998,0.03572,923.65481,48.62119,18.21538,105.77568,851.39551,0.01940,patch.axle1_left_single,0.00000,0.03112,851.39551,47.92611,18.21538,103.89897,851.39551,0.01940,patch.axle1_right_single,0.00000,0.03572,851.39551
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.340,67,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23983,0.57998,0.20630,schema_fallback_driver,95.19903,59.47680,1,11.19989,190.32576,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,47.92379,18.56680,103.40071,923.01674,0.01907,patch.axle0_left_single,0.23983,0.03119,923.01674,47.23909,18.56680,101.55202,923.01674,0.01907,patch.axle0_right_single,0.23983,0.03549,923.01674,47.92379,18.56680,103.40071,850.77015,0.01907,patch.axle1_left_single,0.00000,0.03119,850.77015,47.23909,18.56680,101.55202,850.77015,0.01907,patch.axle1_right_single,0.00000,0.03549,850.77015
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.360,68,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23955,0.57343,0.20973,schema_fallback_driver,94.93732,58.60433,1,11.16910,187.53386,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,47.22039,18.87546,101.06942,922.36586,0.01874,patch.axle0_left_single,0.23955,0.03127,922.36586,46.54654,18.87546,99.25001,922.36586,0.01874,patch.axle0_right_single,0.23955,0.03525,922.36586,47.22039,18.87546,101.06942,850.15956,0.01874,patch.axle1_left_single,0.00000,0.03127,850.15956,46.54654,18.87546,99.25001,850.15956,0.01874,patch.axle1_right_single,0.00000,0.03525,850.15956
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.380,69,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23913,0.56669,0.21267,schema_fallback_driver,94.66765,57.72591,1,11.13737,184.72290,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,46.51202,19.14063,98.78557,921.70318,0.01841,patch.axle0_left_single,0.23913,0.03136,921.70318,45.84943,19.14063,96.99657,921.70318,0.01841,patch.axle0_right_single,0.23913,0.03501,921.70318,46.51202,19.14063,98.78557,849.56471,0.01841,patch.axle1_left_single,0.00000,0.03136,849.56471,45.84943,19.14063,96.99657,849.56471,0.01841,patch.axle1_right_single,0.00000,0.03501,849.56471
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.400,70,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23857,0.55976,0.21513,schema_fallback_driver,94.39037,56.84277,1,11.10475,181.89686,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,45.79968,19.36172,96.55273,921.02979,0.01809,patch.axle0_left_single,0.23857,0.03147,921.02979,45.14875,19.36172,94.79522,921.02979,0.01809,patch.axle0_right_single,0.23857,0.03477,921.02979,45.79968,19.36172,96.55273,848.98656,0.01809,patch.axle1_left_single,0.00000,0.03147,848.98656,45.14875,19.36172,94.79522,848.98656,0.01809,patch.axle1_right_single,0.00000,0.03477,848.98656
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.420,71,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23787,0.55265,0.21709,schema_fallback_driver,94.10586,55.95615,1,11.07128,179.05967,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,45.08437,19.53820,94.37432,920.34674,0.01776,patch.axle0_left_single,0.23787,0.03158,920.34674,44.44547,19.53820,92.64927,920.34674,0.01776,patch.axle0_right_single,0.23787,0.03453,920.34674,45.08437,19.53820,94.37432,848.42602,0.01776,patch.axle1_left_single,0.00000,0.03158,848.42602,44.44547,19.53820,92.64927,848.42602,0.01776,patch.axle1_right_single,0.00000,0.03453,848.42602
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.440,72,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23704,0.54536,0.21855,schema_fallback_driver,93.81446,55.06726,1,11.03700,176.21524,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,44.36709,19.66968,92.25358,919.65515,0.01744,patch.axle0_left_single,0.23704,0.03172,919.65515,43.74053,19.66968,90.56189,919.65515,0.01744,patch.axle0_right_single,0.23704,0.03429,919.65515,44.36709,19.66968,92.25358,847.88400,0.01744,patch.axle1_left_single,0.00000,0.03172,847.88400,43.74053,19.66968,90.56189,847.88400,0.01744,patch.axle1_right_single,0.00000,0.03429,847.88400
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.460,73,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23607,0.53791,0.21951,schema_fallback_driver,93.51657,54.17732,1,11.00195,173.36741,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,43.64880,19.75585,90.19359,918.95611,0.01713,patch.axle0_left_single,0.23607,0.03186,918.95611,43.03490,19.75585,88.53605,918.95611,0.01713,patch.axle0_right_single,0.23607,0.03406,918.95611,43.64880,19.75585,90.19359,847.36137,0.01713,patch.axle1_left_single,0.00000,0.03186,847.36137,43.03490,19.75585,88.53605,847.36137,0.01713,patch.axle1_right_single,0.00000,0.03406,847.36137
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.480,74,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23496,0.53031,0.21996,schema_fallback_driver,93.21257,53.28749,1,10.96618,170.51998,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,42.93049,19.79650,88.19722,918.25073,0.01681,patch.axle0_left_single,0.23496,0.03201,918.25073,42.32950,19.79650,86.57454,918.25073,0.01681,patch.axle0_right_single,0.23496,0.03382,918.25073,42.93049,19.79650,88.19722,846.85895,0.01681,patch.axle1_left_single,0.00000,0.03201,846.85895,42.32950,19.79650,86.57454,846.85895,0.01681,patch.axle1_right_single,0.00000,0.03382,846.85895
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.500,75,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23372,0.52257,0.21991,schema_fallback_driver,92.90285,52.39897,1,10.92975,167.67670,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,42.21310,19.79156,86.26719,917.54016,0.01650,patch.axle0_left_single,0.23372,0.03218,917.54016,41.62525,19.79156,84.67999,917.54016,0.01650,patch.axle0_right_single,0.23372,0.03360,917.54016,42.21310,19.79156,86.26719,846.37756,0.01650,patch.axle1_left_single,0.00000,0.03218,846.37756,41.62525,19.79156,84.67999,846.37756,0.01650,patch.axle1_right_single,0.00000,0.03360,846.37756
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.520,76,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23235,0.51470,0.21934,schema_fallback_driver,92.58781,51.51289,1,10.89268,164.84124,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,41.49756,19.74102,84.40599,916.82552,0.01620,patch.axle0_left_single,0.23235,0.03235,916.82552,40.92306,19.74102,82.85482,916.82552,0.01620,patch.axle0_right_single,0.23235,0.03337,916.82552,41.49756,19.74102,84.40599,845.91795,0.01620,patch.axle1_left_single,0.00000,0.03235,845.91795,40.92306,19.74102,82.85482,845.91795,0.01620,patch.axle1_right_single,0.00000,0.03337,845.91795
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.540,77,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23084,0.50670,0.21828,schema_fallback_driver,92.26786,50.63038,1,10.85504,162.01721,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,40.78480,19.64501,82.61594,916.10797,0.01590,patch.axle0_left_single,0.23084,0.03254,916.10797,40.22380,19.64501,81.10125,916.10797,0.01590,patch.axle0_right_single,0.23084,0.03316,916.10797,40.78480,19.64501,82.61594,845.48088,0.01590,patch.axle1_left_single,0.00000,0.03254,845.48088,40.22380,19.64501,81.10125,845.48088,0.01590,patch.axle1_right_single,0.00000,0.03316,845.48088
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.560,78,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22920,0.49859,0.21671,schema_fallback_driver,91.94342,49.75255,1,10.81687,159.20815,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,40.07571,19.50375,80.89917,915.38864,0.01561,patch.axle0_left_single,0.22920,0.03273,915.38864,39.52836,19.50375,79.42134,915.38864,0.01561,patch.axle0_right_single,0.22920,0.03295,915.38864,40.07571,19.50375,80.89917,845.06703,0.01561,patch.axle1_left_single,0.00000,0.03273,845.06703,39.52836,19.50375,79.42134,845.06703,0.01561,patch.axle1_right_single,0.00000,0.03295,845.06703
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.580,79,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22742,0.49037,0.21464,schema_fallback_driver,91.61491,48.88048,1,10.77822,156.41753,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,39.37118,19.31755,79.25760,914.66869,0.01532,patch.axle0_left_single,0.22742,0.03293,914.66869,38.83759,19.31755,77.81691,914.66869,0.01532,patch.axle0_right_single,0.22742,0.03275,914.66869,39.37118,19.31755,79.25760,844.67708,0.01532,patch.axle1_left_single,0.00000,0.03293,844.67708,38.83759,19.31755,77.81691,844.67708,0.01532,patch.axle1_right_single,0.00000,0.03275,844.67708
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.600,80,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22551,0.48207,0.21208,schema_fallback_driver,91.28275,48.01522,1,10.73915,153.64872,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,38.67206,19.08686,77.69294,913.94927,0.01504,patch.axle0_left_single,0.22551,0.03314,913.94927,38.15230,19.08686,76.28961,913.94927,0.01504,patch.axle0_right_single,0.22551,0.03255,913.94927,38.67206,19.08686,77.69294,844.31164,0.01504,patch.axle1_left_single,0.00000,0.03314,844.31164,38.15230,19.08686,76.28961,844.31164,0.01504,patch.axle1_right_single,0.00000,0.03255,844.31164
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.620,81,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22348,0.47368,0.20902,schema_fallback_driver,90.94737,47.15782,1,10.69969,150.90503,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,37.97919,18.81220,76.20672,913.23153,0.01477,patch.axle0_left_single,0.22348,0.03336,913.23153,37.47333,18.81220,74.84090,913.23153,0.01477,patch.axle0_right_single,0.22348,0.03237,913.23153,37.97919,18.81220,76.20672,843.97129,0.01477,patch.axle1_left_single,0.00000,0.03336,843.97129,37.47333,18.81220,74.84090,843.97129,0.01477,patch.axle1_right_single,0.00000,0.03237,843.97129
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.640,82,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22132,0.46523,0.20549,schema_fallback_driver,90.60921,46.30927,1,10.65991,148.18967,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,37.29339,18.49421,74.80026,912.51661,0.01450,patch.axle0_left_single,0.22132,0.03358,912.51661,36.80144,18.49421,73.47200,912.51661,0.01450,patch.axle0_right_single,0.22132,0.03219,912.51661,37.29339,18.49421,74.80026,843.65659,0.01450,patch.axle1_left_single,0.00000,0.03358,843.65659,36.80144,18.49421,73.47200,843.65659,0.01450,patch.axle1_right_single,0.00000,0.03219,843.65659
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.660,83,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21902,0.45672,0.20148,schema_fallback_driver,90.26870,45.47055,1,10.61985,145.50575,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,36.61546,18.13361,73.47467,911.80568,0.01424,patch.axle0_left_single,0.21902,0.03381,911.80568,36.13742,18.13361,72.18397,911.80568,0.01424,patch.axle0_right_single,0.21902,0.03203,911.80568,36.61546,18.13361,73.47467,843.36803,0.01424,patch.axle1_left_single,0.00000,0.03381,843.36803,36.13742,18.13361,72.18397,843.36803,0.01424,patch.axle1_right_single,0.00000,0.03203,843.36803
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.680,84,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21661,0.44816,0.19701,schema_fallback_driver,89.92629,44.64260,1,10.57956,142.85631,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,35.94615,17.73125,72.23087,911.09985,0.01399,patch.axle0_left_single,0.21661,0.03404,911.09985,35.48200,17.73125,70.97766,911.09985,0.01399,patch.axle0_right_single,0.21661,0.03187,911.09985,35.94615,17.73125,72.23087,843.10608,0.01399,patch.axle1_left_single,0.00000,0.03404,843.10608,35.48200,17.73125,70.97766,843.10608,0.01399,patch.axle1_right_single,0.00000,0.03187,843.10608
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.700,85,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21406,0.43956,0.19209,schema_fallback_driver,89.58242,43.82634,1,10.53911,140.24427,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,35.28623,17.28803,71.06957,910.40026,0.01374,patch.axle0_left_single,0.21406,0.03427,910.40026,34.83591,17.28803,69.85371,910.40026,0.01374,patch.axle0_right_single,0.21406,0.03173,910.40026,35.28623,17.28803,71.06957,842.87116,0.01374,patch.axle1_left_single,0.00000,0.03427,842.87116,34.83591,17.28803,69.85371,842.87116,0.01374,patch.axle1_right_single,0.00000,0.03173,842.87116
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.720,86,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21140,0.43094,0.18672,schema_fallback_driver,89.23754,43.02265,1,10.49853,137.67246,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,34.63639,16.80500,69.99127,909.70803,0.01350,patch.axle0_left_single,0.21140,0.03451,909.70803,34.19984,16.80500,68.81257,909.70803,0.01350,patch.axle0_right_single,0.21140,0.03159,909.70803,34.63639,16.80500,69.99127,842.66364,0.01350,patch.axle1_left_single,0.00000,0.03451,842.66364,34.19984,16.80500,68.81257,842.66364,0.01350,patch.axle1_right_single,0.00000,0.03159,842.66364
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.740,87,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20861,0.42230,0.18092,schema_fallback_driver,88.89209,42.23238,1,10.45789,135.14361,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,33.99734,16.28325,68.99628,909.02427,0.01327,patch.axle0_left_single,0.20861,0.03475,909.02427,33.57446,16.28325,67.85450,909.02427,0.01327,patch.axle0_right_single,0.20861,0.03148,909.02427,33.99734,16.28325,68.99628,842.48386,0.01327,patch.axle1_left_single,0.00000,0.03475,842.48386,33.57446,16.28325,67.85450,842.48386,0.01327,patch.axle1_right_single,0.00000,0.03148,842.48386
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.760,88,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20570,0.41366,0.17471,schema_fallback_driver,88.54652,41.45636,1,10.41724,132.66034,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,33.36975,15.72399,68.08474,908.35006,0.01305,patch.axle0_left_single,0.20570,0.03499,908.35006,32.96042,15.72399,66.97956,908.35006,0.01305,patch.axle0_right_single,0.20570,0.03137,908.35006,33.36975,15.72399,68.08474,842.33210,0.01305,patch.axle1_left_single,0.00000,0.03499,842.33210,32.96042,15.72399,66.97956,842.33210,0.01305,patch.axle1_right_single,0.00000,0.03137,842.33210
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.780,89,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20268,0.40503,0.16809,schema_fallback_driver,88.20128,40.69537,1,10.37662,130.22517,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,32.75424,15.12851,67.25654,907.68650,0.01284,patch.axle0_left_single,0.20268,0.03523,907.68650,32.35834,15.12851,66.18761,907.68650,0.01284,patch.axle0_right_single,0.20268,0.03127,907.68650,32.75424,15.12851,67.25654,842.20860,0.01284,patch.axle1_left_single,0.00000,0.03523,842.20860,32.35834,15.12851,66.18761,842.20860,0.01284,patch.axle1_right_single,0.00000,0.03127,842.20860
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.800,90,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19953,0.39642,0.16109,schema_fallback_driver,87.85681,39.95016,1,10.33610,127.84050,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,32.15144,14.49818,66.51143,907.03463,0.01263,patch.axle0_left_single,0.19953,0.03547,907.03463,31.76881,14.49818,65.47834,907.03463,0.01263,patch.axle0_right_single,0.19953,0.03119,907.03463,32.15144,14.49818,66.51143,842.11356,0.01263,patch.axle1_left_single,0.00000,0.03547,842.11356,31.76881,14.49818,65.47834,842.11356,0.01263,patch.axle1_right_single,0.00000,0.03119,842.11356
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.820,91,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19627,0.38784,0.15372,schema_fallback_driver,87.51357,39.22145,1,10.29571,125.50864,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,31.56192,13.83446,65.84893,906.39551,0.01244,patch.axle0_left_single,0.19627,0.03570,906.39551,31.19240,13.83446,64.85125,906.39551,0.01244,patch.axle0_right_single,0.19627,0.03113,906.39551,31.56192,13.83446,65.84893,842.04714,0.01244,patch.axle1_left_single,0.00000,0.03570,842.04714,31.19240,13.83446,64.85125,842.04714,0.01244,patch.axle1_right_single,0.00000,0.03113,842.04714
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.840,92,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19290,0.37930,0.14599,schema_fallback_driver,87.17200,38.50993,1,10.25553,123.23177,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,30.98623,13.13886,65.26842,905.77015,0.01225,patch.axle0_left_single,0.19290,0.03594,905.77015,30.62965,13.13886,64.30566,905.77015,0.01225,patch.axle0_right_single,0.19290,0.03107,905.77015,30.98623,13.13886,65.26842,842.00944,0.01225,patch.axle1_left_single,0.00000,0.03594,842.00944,30.62965,13.13886,64.30566,842.00944,0.01225,patch.axle1_right_single,0.00000,0.03107,842.00944
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.860,93,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18942,0.37081,0.13792,schema_fallback_driver,86.83253,37.81624,1,10.21559,121.01198,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,30.42491,12.41300,64.76906,905.15956,0.01207,patch.axle0_left_single,0.18942,0.03617,905.15956,30.08108,12.41300,63.84071,905.15956,0.01207,patch.axle0_right_single,0.18942,0.03104,905.15956,30.42491,12.41300,64.76906,842.00052,0.01207,patch.axle1_left_single,0.00000,0.03617,842.00052,30.08108,12.41300,63.84071,842.00052,0.01207,patch.axle1_right_single,0.00000,0.03104,842.00052
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.880,94,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18583,0.36239,0.12954,schema_fallback_driver,86.49561,37.14101,1,10.17595,118.85123,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,29.87845,11.65855,64.34985,904.56471,0.01190,patch.axle0_left_single,0.18583,0.03640,904.56471,29.54716,11.65855,63.45537,904.56471,0.01190,patch.axle0_right_single,0.18583,0.03101,904.56471,29.87845,11.65855,64.34985,842.02040,0.01190,patch.axle1_left_single,0.00000,0.03640,842.02040,29.54716,11.65855,63.45537,842.02040,0.01190,patch.axle1_right_single,0.00000,0.03101,842.02040
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.900,95,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18213,0.35404,0.12086,schema_fallback_driver,86.16168,36.48480,1,10.13667,116.75137,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,29.34732,10.87724,64.00964,903.98656,0.01174,patch.axle0_left_single,0.18213,0.03662,903.98656,29.02836,10.87724,63.14844,903.98656,0.01174,patch.axle0_right_single,0.18213,0.03100,903.98656,29.34732,10.87724,64.00964,842.06904,0.01174,patch.axle1_left_single,0.00000,0.03662,842.06904,29.02836,10.87724,63.14844,842.06904,0.01174,patch.axle1_right_single,0.00000,0.03100,842.06904
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.920,96,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17833,0.34578,0.11190,schema_fallback_driver,85.83117,35.84817,1,10.09778,114.71414,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,28.83196,10.07087,63.74708,903.42602,0.01159,patch.axle0_left_single,0.17833,0.03684,903.42602,28.52511,10.07087,62.91858,903.42602,0.01159,patch.axle0_right_single,0.17833,0.03100,903.42602,28.83196,10.07087,63.74708,842.14636,0.01159,patch.axle1_left_single,0.00000,0.03684,842.14636,28.52511,10.07087,62.91858,842.14636,0.01159,patch.axle1_right_single,0.00000,0.03100,842.14636
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.940,97,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17442,0.33761,0.10268,schema_fallback_driver,85.50451,35.23162,1,10.05935,112.74118,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,28.33278,9.24131,63.56068,902.88400,0.01145,patch.axle0_left_single,0.17442,0.03705,902.88400,28.03781,9.24131,62.76426,902.88400,0.01145,patch.axle0_right_single,0.17442,0.03102,902.88400,28.33278,9.24131,63.56068,842.25225,0.01145,patch.axle1_left_single,0.00000,0.03705,842.25225,28.03781,9.24131,62.76426,842.25225,0.01145,patch.axle1_right_single,0.00000,0.03102,842.25225
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.960,98,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17042,0.32955,0.09323,schema_fallback_driver,85.18211,34.63563,1,10.02143,110.83400,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,27.85016,8.39045,63.44880,902.36137,0.01132,patch.axle0_left_single,0.17042,0.03725,902.36137,27.56684,8.39045,62.68384,902.36137,0.01132,patch.axle0_right_single,0.17042,0.03106,902.36137,27.85016,8.39045,63.44880,842.38653,0.01132,patch.axle1_left_single,0.00000,0.03725,842.38653,27.56684,8.39045,62.68384,842.38653,0.01132,patch.axle1_right_single,0.00000,0.03106,842.38653
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.980,99,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.16631,0.32161,0.08356,schema_fallback_driver,84.86441,34.06063,1,9.98405,108.99400,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,27.38445,7.52027,63.40965,901.85895,0.01119,patch.axle0_left_single,0.16631,0.03744,901.85895,27.11255,7.52027,62.67550,901.85895,0.01119,patch.axle0_right_single,0.16631,0.03110,901.85895,27.38445,7.52027,63.40965,842.54899,0.01119,patch.axle1_left_single,0.00000,0.03744,842.54899,27.11255,7.52027,62.67550,842.54899,0.01119,patch.axle1_right_single,0.00000,0.03110,842.54899
